"Estado","Municipio","Año","Crimen","Averiguaciones","Tasa","Lugar"
"Chihuahua","Maguarichi",2012,"Otros delitos","     2","   102.46","1,127"
"Chihuahua","Manuel Benavides",2012,"Otros delitos","     5","   301.57","  655"
"Chihuahua","Matachí",2012,"Otros delitos","     7","   217.93","  791"
"Chihuahua","Matamoros",2012,"Otros delitos","    21","   440.90","  467"
"Chihuahua","Meoqui",2012,"Otros delitos","   359","   771.01","  230"
"Chihuahua","Morelos",2012,"Otros delitos","     7","    77.38","1,195"
"Chihuahua","Moris",2012,"Otros delitos","     5","    89.91","1,167"
"Chihuahua","Namiquipa",2012,"Otros delitos","    41","   165.94","  926"
"Chihuahua","Nonoava",2012,"Otros delitos","     7","   236.01","  751"
"Chihuahua","Nuevo Casas Grandes",2012,"Otros delitos"," 1,141"," 1,791.32","   32"
"Chihuahua","Ocampo",2012,"Otros delitos","    27","   324.48","  623"
"Chihuahua","Ojinaga",2012,"Otros delitos","   108","   368.55","  556"
"Chihuahua","Praxedis G. Guerrero",2012,"Otros delitos","    11","   247.80","  732"
"Chihuahua","Riva Palacio",2012,"Otros delitos","    15","   179.08","  895"
"Chihuahua","Rosales",2012,"Otros delitos","    92","   517.49","  405"
"Chihuahua","Rosario",2012,"Otros delitos","     5","   209.82","  813"
"Chihuahua","San Francisco de Borja",2012,"Otros delitos","     5","   208.77","  817"
"Chihuahua","San Francisco de Conchos",2012,"Otros delitos","    10","   311.53","  642"
"Chihuahua","San Francisco del Oro",2012,"Otros delitos","    27","   545.45","  376"
"Chihuahua","Santa Bárbara",2012,"Otros delitos","    60","   544.22","  377"
"Chihuahua","Satevó",2012,"Otros delitos","    22","   583.55","  345"
"Chihuahua","Saucillo",2012,"Otros delitos","   121","   345.07","  586"
"Chihuahua","Temósachic",2012,"Otros delitos","    18","   279.03","  681"
"Chihuahua","El Tule",2012,"Otros delitos","     5","   255.36","  718"
"Chihuahua","Urique",2012,"Otros delitos","    35","   164.06","  930"
"Chihuahua","Uruachi",2012,"Otros delitos","    13","   150.45","  982"
"Chihuahua","Valle de Zaragoza",2012,"Otros delitos","    29","   519.16","  403"
"Distrito Federal","Azcapotzalco",2012,"Otros delitos"," 3,840","   927.02","  170"
"Distrito Federal","Coyoacán",2012,"Otros delitos"," 5,535","   889.92","  186"
"Distrito Federal","Cuajimalpa de Morelos",2012,"Otros delitos"," 1,538","   805.91","  212"
"Distrito Federal","Gustavo A. Madero",2012,"Otros delitos"," 9,978","   839.78","  198"
"Distrito Federal","Iztacalco",2012,"Otros delitos"," 3,810","   993.19","  153"
"Distrito Federal","Iztapalapa",2012,"Otros delitos","13,776","   756.37","  238"
"Distrito Federal","La Magdalena Contreras",2012,"Otros delitos"," 1,336","   551.31","  370"
"Distrito Federal","Milpa Alta",2012,"Otros delitos","   842","   622.67","  319"
"Distrito Federal","Álvaro Obregón",2012,"Otros delitos"," 5,474","   745.00","  245"
"Distrito Federal","Tláhuac",2012,"Otros delitos"," 2,531","   692.85","  277"
"Distrito Federal","Tlalpan",2012,"Otros delitos"," 5,174","   777.57","  228"
"Distrito Federal","Xochimilco",2012,"Otros delitos"," 2,950","   704.40","  270"
"Distrito Federal","Benito Juárez",2012,"Otros delitos"," 5,562"," 1,401.94","   67"
"Distrito Federal","Cuauhtémoc",2012,"Otros delitos","15,833"," 2,948.36","    7"
"Distrito Federal","Miguel Hidalgo",2012,"Otros delitos"," 5,068"," 1,332.60","   76"
"Distrito Federal","Venustiano Carranza",2012,"Otros delitos"," 4,954"," 1,153.94","  112"
"Durango","Canatlán",2012,"Otros delitos","   185","   562.31","  359"
"Durango","Canelas",2012,"Otros delitos","     3","    71.06","1,212"
"Durango","Coneto de Comonfort",2012,"Otros delitos","     0","     0.00","1,346"
"Durango","Cuencamé",2012,"Otros delitos","   231","   657.89","  295"
"Durango","Durango",2012,"Otros delitos","11,174"," 1,804.34","   29"
"Durango","General Simón Bolívar",2012,"Otros delitos","     0","     0.00","1,346"
"Durango","Gómez Palacio",2012,"Otros delitos","   359","   104.06","1,119"
"Durango","Guadalupe Victoria",2012,"Otros delitos","   281","   788.17","  221"
"Durango","Guanaceví",2012,"Otros delitos","    16","   154.14","  968"
"Durango","Hidalgo",2012,"Otros delitos","     0","     0.00","1,346"
"Durango","Indé",2012,"Otros delitos","     0","     0.00","1,346"
"Durango","Lerdo",2012,"Otros delitos","   665","   446.75","  463"
"Durango","Mapimí",2012,"Otros delitos","    20","    75.76","1,198"
"Durango","Mezquital",2012,"Otros delitos","    84","   241.19","  741"
"Durango","Nazas",2012,"Otros delitos","    31","   243.02","  739"
"Durango","Nombre de Dios",2012,"Otros delitos","   160","   830.56","  199"
"Durango","Ocampo",2012,"Otros delitos","     0","     0.00","1,346"
"Durango","El Oro",2012,"Otros delitos","    39","   328.89","  619"
"Durango","Otáez",2012,"Otros delitos","    10","   180.51","  891"
"Durango","Pánuco de Coronado",2012,"Otros delitos","    63","   514.24","  406"
"Durango","Peñón Blanco",2012,"Otros delitos","    47","   430.72","  478"
"Durango","Poanas",2012,"Otros delitos","    88","   338.20","  598"
"Durango","Pueblo Nuevo",2012,"Otros delitos","   209","   410.63","  494"
"Durango","Rodeo",2012,"Otros delitos","    50","   367.32","  557"
"Durango","San Bernardo",2012,"Otros delitos","     0","     0.00","1,346"
"Durango","San Dimas",2012,"Otros delitos","    13","    64.08","1,237"
"Durango","San Juan de Guadalupe",2012,"Otros delitos","     0","     0.00","1,346"
"Durango","San Juan del Río",2012,"Otros delitos","    42","   333.76","  605"
"Durango","San Luis del Cordero",2012,"Otros delitos","     0","     0.00","1,346"
"Durango","San Pedro del Gallo",2012,"Otros delitos","     0","     0.00","1,346"
"Durango","Santa Clara",2012,"Otros delitos","     0","     0.00","1,346"
"Durango","Santiago Papasquiaro",2012,"Otros delitos","   371","   783.13","  222"
"Durango","Súchil",2012,"Otros delitos","     5","    72.67","1,207"
"Durango","Tamazula",2012,"Otros delitos","    11","    40.67","1,282"
"Durango","Tepehuanes",2012,"Otros delitos","    44","   407.41","  500"
"Durango","Tlahualilo",2012,"Otros delitos","    20","    84.98","1,184"
"Durango","Topia",2012,"Otros delitos","    31","   344.90","  587"
"Durango","Vicente Guerrero",2012,"Otros delitos","   180","   822.89","  203"
"Durango","Nuevo Ideal",2012,"Otros delitos","   153","   561.34","  362"
"Guanajuato","Abasolo",2012,"Otros delitos","   321","   369.88","  554"
"Guanajuato","Acámbaro",2012,"Otros delitos","   453","   406.56","  501"
"Guanajuato","San Miguel de Allende",2012,"Otros delitos"," 1,284","   766.11","  232"
"Guanajuato","Apaseo el Alto",2012,"Otros delitos","   414","   621.19","  320"
"Guanajuato","Apaseo el Grande",2012,"Otros delitos","   455","   509.78","  408"
"Guanajuato","Atarjea",2012,"Otros delitos","    23","   398.61","  517"
"Guanajuato","Celaya",2012,"Otros delitos"," 5,830"," 1,195.43","   99"
"Guanajuato","Manuel Doblado",2012,"Otros delitos","   165","   432.67","  476"
"Guanajuato","Comonfort",2012,"Otros delitos","   313","   389.02","  531"
"Guanajuato","Coroneo",2012,"Otros delitos","    52","   436.61","  470"
"Guanajuato","Cortazar",2012,"Otros delitos","   470","   520.25","  402"
"Guanajuato","Cuerámaro",2012,"Otros delitos","   123","   432.54","  477"
"Guanajuato","Doctor Mora",2012,"Otros delitos","    62","   258.58","  714"
"Guanajuato","Dolores Hidalgo Cuna de la Independencia Nacional",2012,"Otros delitos","   722","   473.14","  434"
"Guanajuato","Guanajuato",2012,"Otros delitos"," 1,964"," 1,098.69","  126"
"Guanajuato","Huanímaro",2012,"Otros delitos","    46","   222.57","  779"
"Guanajuato","Irapuato",2012,"Otros delitos"," 6,060"," 1,095.57","  128"
"Guanajuato","Jaral del Progreso",2012,"Otros delitos","   206","   538.94","  383"
"Guanajuato","Jerécuaro",2012,"Otros delitos","   111","   210.90","  809"
"Guanajuato","León",2012,"Otros delitos","15,898"," 1,065.01","  137"
"Guanajuato","Moroleón",2012,"Otros delitos","   377","   748.16","  241"
"Guanajuato","Ocampo",2012,"Otros delitos","    82","   351.81","  575"
